Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel Type,Losses
183580,63,44,2,M,Married,12,G,31
183007,38,18,2,F,Single,9,G,477
178574,25,8,2,F,Married,12,G,247
143677,52,32,2,M,Married,7,G,343
143670,70,49,2,M,Single,2,G,398
197079,65,48,2,M,Single,11,G,246
149804,22,4,2,M,Married,7,G,460
111626,42,23,2,M,Single,11,G,346
160582,61,44,2,M,Single,11,G,253
197918,25,6,2,M,Single,9,D,1156
103240,37,18,2,M,Married,8,G,381
187192,32,12,2,M,Married,10,G,385
154194,16,0,2,F,Married,0,D,523
199063,47,29,2,F,Single,10,G,360
140740,17,0,2,F,Married,11,G,115
150981,59,38,2,M,Married,8,G,396
188553,55,36,2,F,Single,3,D,580
183812,18,0,2,M,Married,7,G,484
151172,29,9,2,F,Married,11,G,131
170929,54,37,2,M,Single,14,D,504
116739,28,9,2,M,Married,9,G,373
126567,19,1,2,F,Married,2,D,974
116657,67,49,2,M,Single,14,G,262
155534,34,16,2,M,Single,4,D,666
157722,70,49,2,M,Married,9,G,64
159043,62,42,2,M,Married,10,G,140
165032,27,6,2,M,Married,5,D,663
128634,17,0,2,M,Single,0,D,1679
149020,66,49,2,M,Married,3,D,652
120125,41,21,2,M,Single,11,G,167
191137,51,31,2,M,Single,10,G,486
101066,54,35,2,M,Single,13,G,453
181545,65,48,2,F,Single,4,G,395
131410,35,16,2,M,Single,15,G,391
160237,17,0,2,F,Single,10,D,532
140428,52,32,2,F,Single,3,D,540
189028,20,1,2,M,Married,15,G,332
135849,34,15,2,F,Married,8,G,293
188298,18,0,2,M,Married,10,D,555
114342,31,12,2,M,Married,1,D,650
168566,25,8,2,M,Single,13,D,880
125820,24,6,2,F,Single,11,G,385
167802,52,34,2,M,Married,2,D,735
144224,64,44,2,F,Married,6,G,35
164027,68,49,2,M,Single,9,G,423
144393,62,44,2,F,Single,15,G,144
173257,42,24,2,F,Married,9,G,354
195633,70,53,2,F,Single,14,G,125
165262,47,30,2,F,Married,2,D,634
175249,24,6,2,M,Married,10,D,565
158402,39,22,2,F,Married,9,G,344
199913,20,1,2,F,Married,11,G,144
112099,56,38,2,F,Married,2,D,546
157848,44,24,2,M,Married,3,D,611
112350,32,15,2,M,Single,9,G,471
149621,64,43,2,F,Single,7,G,226
106818,18,0,2,F,Married,14,G,158
194874,36,15,2,M,Single,8,G,400
159292,58,40,2,F,Single,13,G,328
113714,59,41,2,M,Single,7,G,449
132221,26,9,2,F,Married,13,G,271
148119,54,34,2,M,Single,10,G,404
122238,64,43,2,M,Married,13,G,126
115700,65,47,2,M,Single,1,G,112
162913,40,22,2,F,Single,4,D,573
123725,57,38,2,M,Married,8,G,378
101176,66,48,2,M,Married,7,G,211
195518,20,3,2,M,Married,7,D,605
193151,59,42,2,F,Married,11,G,217
141479,16,0,2,F,Single,15,G,241
146815,45,27,2,F,Single,12,G,398
190296,57,40,2,M,Single,3,D,664
129573,23,6,2,M,Single,10,D,632
110688,68,47,2,F,Single,3,G,146
156798,65,45,2,M,Single,15,G,104
100651,21,4,2,F,Married,14,G,238
155222,16,0,2,M,Single,15,G,404
196028,58,40,2,M,Single,4,D,629
109082,61,40,2,M,Single,0,G,359
138063,39,19,2,M,Single,2,G,468
114491,22,3,2,M,Single,11,D,579
172040,18,0,2,F,Married,13,G,143
116037,22,4,2,F,Married,12,G,401
178900,61,41,2,M,Single,11,G,177
197726,68,47,2,F,Married,7,G,96
109839,23,4,2,M,Single,13,D,552
156485,37,19,2,M,Married,14,G,259
135117,21,4,2,M,Married,13,G,362
133655,33,12,2,F,Single,11,G,290
151564,61,41,2,F,Married,7,G,225
198032,53,35,2,M,Single,7,G,455
122418,20,2,2,M,Single,11,D,946
137331,58,39,2,M,Married,7,G,383
171517,20,3,2,M,Married,8,D,899
178791,29,9,2,F,Single,13,G,349
188682,32,13,2,F,Married,9,G,340
101696,67,47,2,M,Married,6,G,36
116758,69,50,2,F,Single,7,G,37
179962,36,15,2,M,Married,12,G,362
166561,65,48,2,M,Single,12,G,253
132881,58,41,2,M,Married,10,G,371
120872,68,51,2,M,Single,8,G,424
193915,60,43,2,F,Married,9,G,142
142588,61,44,2,F,Single,7,G,242
125611,19,1,2,F,Married,14,G,277
126141,30,11,2,F,Married,6,G,355
109842,68,47,2,F,Married,15,G,106
108367,42,25,2,M,Married,8,G,341
129905,51,31,2,F,Married,0,D,536
138073,44,25,2,F,Single,5,D,715
175670,47,26,2,F,Single,10,G,371
199120,25,8,2,M,Single,15,D,672
130607,39,22,2,M,Married,6,G,339
171589,21,4,2,F,Married,15,G,193
186718,35,14,2,M,Single,7,G,463
147345,67,48,2,M,Married,11,G,27
145115,24,7,2,F,Married,4,D,537
190056,24,6,2,F,Single,12,D,600
153568,22,4,2,F,Single,14,G,352
158016,45,27,2,F,Single,12,G,388
151353,40,19,2,F,Married,5,G,428
171897,67,49,2,F,Single,13,G,80
117357,61,41,2,F,Married,3,G,444
183394,50,33,2,F,Single,12,G,209
160219,62,42,2,F,Married,9,G,89
187023,21,4,2,M,Single,11,G,391
126303,29,8,2,F,Single,10,G,404
159760,56,39,2,F,Single,12,G,299
169975,64,43,2,M,Married,6,G,109
141363,67,48,2,F,Single,9,G,52
182653,66,46,2,F,Single,6,G,127
109788,47,28,2,F,Married,0,D,609
122809,58,38,2,M,Married,5,D,543
160663,66,45,2,M,Single,1,D,809
133945,57,40,2,M,Single,12,G,420
169772,62,45,2,F,Single,7,G,371
114449,32,15,2,M,Married,14,G,219
165211,20,1,2,M,Married,10,G,370
137232,62,44,2,F,Married,8,G,257
122374,35,15,2,M,Married,7,G,342
190133,59,38,2,F,Married,10,G,325
130926,70,49,2,F,Married,5,G,40
130907,28,8,2,M,Married,13,G,225
159268,20,2,2,M,Single,4,D,1523
118033,25,6,2,M,Married,12,G,331
161064,21,4,2,F,Single,12,G,240
146119,65,44,2,M,Single,2,G,165
107182,62,41,2,F,Single,8,G,140
118526,46,28,2,F,Single,7,G,385
151091,28,10,2,M,Single,6,G,472
188010,68,47,2,M,Married,14,G,225
174786,29,12,2,M,Married,15,G,393
112603,51,33,2,F,Married,7,G,287
165497,32,13,2,M,Single,10,D,529
131880,60,43,2,M,Married,11,G,132
129311,64,47,2,F,Married,15,G,149
181938,22,3,2,M,Married,15,G,462
154925,58,40,2,M,Single,3,D,594
151270,50,30,2,F,Single,8,G,416
101147,65,45,2,M,Single,13,G,473
116004,67,49,2,M,Married,13,G,140
160770,19,0,2,F,Single,13,G,442
113228,16,0,2,M,Married,6,D,686
189710,70,53,2,M,Married,10,G,98
118116,67,48,2,M,Single,9,G,205
157702,22,3,2,F,Married,13,G,191
189455,40,22,2,M,Married,13,G,190
127371,21,2,2,M,Married,5,D,660
123616,56,36,2,F,Single,1,D,555
177017,48,29,2,F,Single,8,G,476
146975,33,13,2,F,Single,4,D,675
139471,16,0,2,M,Married,15,G,465
170556,22,3,2,M,Married,15,G,230
156815,23,6,2,M,Married,15,G,278
145945,56,36,2,F,Married,6,G,348
122330,32,11,2,M,Single,4,D,901
136368,56,39,2,F,Married,9,G,371
120518,57,40,2,M,Married,15,G,216
184934,36,18,2,F,Single,14,G,208
106139,23,6,2,M,Married,15,G,421
171332,32,11,2,M,Single,6,G,488
199787,51,34,2,F,Married,14,G,237
138558,23,5,2,F,Single,14,G,330
194642,45,26,2,F,Single,3,D,887
115545,64,47,2,M,Married,14,G,76
108361,24,7,2,M,Single,7,D,849
199130,29,8,2,M,Married,2,G,414
199880,18,1,2,F,Married,14,G,117
124647,63,46,2,F,Married,12,G,268
154762,49,31,2,M,Single,7,G,477
181936,36,15,2,M,Single,6,D,516
198829,35,16,2,M,Married,4,D,633
157860,39,19,2,F,Single,10,G,413
189071,63,42,2,F,Married,15,G,49
151511,56,37,2,M,Single,7,G,462
184441,68,48,2,M,Single,13,G,218
116854,68,51,2,F,Married,9,G,214
108638,16,0,2,M,Married,12,G,353
193118,23,6,2,F,Married,9,G,279
178170,66,46,2,F,Single,6,G,144
111755,19,0,2,M,Single,12,G,238
133989,65,46,2,M,Married,7,G,128
161043,23,5,2,F,Married,15,G,343
149904,65,45,2,M,Married,7,G,98
137964,57,36,2,F,Married,4,G,402
130023,18,0,2,F,Married,12,G,169
151474,18,0,2,M,Married,11,D,695
135767,41,23,2,M,Married,11,G,379
141182,22,5,2,M,Single,7,D,920
123579,67,46,2,M,Single,7,G,125
139552,51,34,2,F,Single,1,D,581
182797,44,25,2,M,Single,0,D,598
112660,17,0,2,F,Single,14,G,358
184700,17,0,2,F,Single,12,G,446
195298,58,39,2,M,Single,4,D,867
131702,47,29,2,F,Single,9,G,377
153816,70,52,2,F,Single,12,G,278
119958,69,52,2,F,Married,1,G,110
158826,68,51,2,F,Married,7,G,295
197705,62,41,2,M,Married,14,G,80
132375,16,0,2,M,Single,14,D,1117
197534,49,32,2,M,Married,3,D,681
111633,23,4,2,F,Married,13,G,351
199432,26,5,2,M,Single,8,G,449
119719,51,34,2,F,Single,0,D,670
172474,33,14,2,M,Married,8,G,312
143664,29,8,2,M,Married,8,G,375
117986,64,45,2,F,Married,10,G,78
126956,60,42,2,M,Single,7,G,204
150733,51,33,2,M,Single,0,D,503
178209,60,39,2,M,Married,6,G,254
183797,23,5,2,F,Married,14,G,435
133533,40,21,2,F,Single,3,G,403
106814,30,9,2,F,Married,11,G,155
144518,61,43,2,F,Single,13,G,72
155644,51,34,2,M,Single,14,G,257
139640,24,5,2,M,Single,13,G,388
127015,33,12,2,M,Married,3,G,456
190239,36,17,2,F,Married,7,G,320
149344,44,23,2,F,Single,7,G,438
168532,18,1,2,F,Single,12,G,417
135153,31,10,2,M,Married,8,G,348
137839,25,8,2,F,Married,3,D,681
114693,17,0,2,M,Single,12,D,590
185003,25,8,2,F,Single,2,D,685
101366,47,30,2,F,Married,5,D,584
145156,53,36,2,M,Married,12,G,228
185807,18,1,2,F,Married,3,D,810
109689,29,9,2,F,Married,9,G,316
120794,18,0,2,F,Married,15,G,313
175701,16,0,2,F,Married,11,G,347
110074,68,50,2,M,Single,15,G,134
131643,44,23,2,F,Married,1,G,320
163134,28,9,2,M,Married,14,G,190
128346,48,30,2,F,Single,9,G,406
188103,64,43,2,F,Married,0,G,429
135330,69,52,2,M,Single,12,G,39
184204,39,20,2,F,Married,7,G,301
154086,25,6,2,F,Married,6,G,487
108688,67,50,2,F,Single,10,G,301
154615,57,39,2,M,Single,9,G,491
108674,56,37,2,F,Married,4,D,575
190349,64,45,2,F,Single,5,G,89
187510,62,44,2,M,Single,6,G,293
112234,70,49,2,M,Married,14,G,212
115954,40,23,2,M,Married,9,G,320
108359,68,50,2,M,Single,0,G,383
134804,33,13,2,M,Single,3,D,1030
199819,21,4,2,F,Single,7,D,516
167255,50,30,2,M,Single,15,G,295
133629,67,48,2,M,Single,10,G,157
142609,57,37,2,M,Married,12,G,325
158281,49,29,2,M,Single,6,D,558
141122,70,50,2,M,Single,15,G,209
170150,23,6,2,M,Single,9,D,1077
168624,69,48,2,F,Married,8,G,92
110579,25,7,2,F,Married,12,G,205
128673,70,51,2,M,Married,10,G,282
176844,28,11,2,F,Single,9,G,388
111017,45,25,2,F,Single,4,D,597
137276,63,44,2,F,Single,3,G,214
180649,40,19,2,M,Single,1,D,762
177064,34,16,2,M,Married,3,G,403
168528,40,21,2,M,Married,15,G,210
189489,64,47,2,M,Married,10,G,241
114516,60,39,2,F,Single,15,G,102
162599,69,49,2,F,Single,11,G,20
181297,57,36,2,M,Married,4,G,353
105474,67,49,2,M,Single,10,G,185
131247,70,49,2,M,Married,10,G,197
163129,16,0,2,M,Married,11,G,334
101681,68,51,2,M,Single,3,G,91
118751,23,4,2,M,Single,15,G,327
167417,47,29,2,M,Single,8,D,501
114456,57,38,2,M,Single,12,G,212
146581,28,11,2,M,Married,8,G,408
185882,70,49,2,M,Married,11,G,51
126224,18,0,2,F,Single,13,G,335
190604,18,0,2,M,Single,14,D,657
167993,58,39,2,F,Single,7,G,434
166290,30,10,2,F,Married,8,G,303
141639,21,2,2,M,Married,9,G,349
149757,64,46,2,M,Single,10,G,120
117644,64,43,2,M,Single,11,G,384
156819,69,52,2,F,Single,8,G,42
170854,27,9,2,M,Married,3,G,387
176091,44,25,2,F,Single,10,G,394
192012,16,0,2,M,Single,0,D,1087
190567,17,0,2,M,Married,2,D,839
171674,63,44,2,M,Single,12,G,106
169401,29,9,2,M,Single,9,G,442
191205,55,34,2,M,Married,14,G,312
179660,21,4,2,F,Married,6,G,315
124551,68,47,2,F,Single,13,G,269
136173,33,15,2,M,Married,1,G,488
101446,66,47,2,F,Single,12,G,292
190671,65,47,2,M,Married,9,G,48
122207,23,6,2,M,Married,12,G,308
102681,24,5,2,F,Married,14,G,204
148774,26,7,2,M,Single,3,D,613
137257,20,3,2,F,Married,10,G,437
103673,69,52,2,F,Single,0,G,217
169485,22,3,2,M,Married,14,G,370
152236,65,47,2,F,Married,2,D,569
103005,31,11,2,M,Married,5,D,605
150930,70,53,2,M,Single,15,G,71
193120,33,13,2,M,Married,11,G,353
154254,17,0,2,M,Single,10,D,626
127719,65,46,2,F,Single,5,G,402
126538,60,39,2,M,Married,5,G,55
163959,56,37,2,F,Single,10,G,415
101867,29,9,2,M,Married,15,G,250
120528,62,42,2,F,Single,9,G,326
116444,66,46,2,M,Married,10,G,180
157902,51,32,2,M,Single,10,G,406
149231,45,26,2,F,Single,1,D,534
105534,66,49,2,M,Single,3,G,206
119546,50,29,2,M,Single,1,D,875
122519,45,24,2,M,Married,13,G,398
183039,41,22,2,M,Married,15,G,308
144660,31,13,2,M,Married,14,G,268
106553,24,7,2,M,Single,6,D,1053
116019,39,18,2,M,Married,2,G,460
187244,17,0,2,M,Married,13,G,237
177032,16,0,2,M,Married,13,G,444
111725,63,42,2,M,Single,10,G,70
129163,25,7,2,M,Single,0,D,2535
127574,67,48,2,F,Married,5,G,199
102119,66,46,2,F,Single,7,G,98
107699,67,46,2,M,Single,12,G,385
180842,25,7,2,F,Married,13,G,289
160746,19,1,2,F,Married,14,G,184
123127,24,5,2,M,Single,13,D,631
172101,45,27,2,M,Single,1,D,521
177073,65,47,2,F,Married,8,G,299
108729,70,51,2,F,Married,7,G,66
193018,33,12,2,F,Single,13,G,469
131041,24,7,2,F,Single,10,D,546
109603,69,51,2,F,Single,14,G,29
189508,20,2,2,F,Married,13,G,265
136927,18,0,2,M,Married,11,G,200
105778,67,48,2,F,Married,4,G,261
145421,17,0,2,F,Married,14,G,481
110327,63,46,2,M,Married,0,G,441
109005,45,24,2,F,Single,3,D,747
171466,59,40,2,M,Married,0,G,436
161077,53,32,2,M,Married,11,G,161
155238,55,37,2,F,Single,8,G,446
108349,31,13,2,M,Married,9,G,352
163933,22,4,2,M,Married,11,G,241
111152,53,33,2,M,Married,5,D,616
199819,47,26,2,F,Single,6,G,408
169456,19,2,2,F,Single,15,D,590
191401,19,2,2,F,Married,9,G,248
191533,34,17,2,F,Married,10,G,346
103990,22,4,2,M,Married,0,D,800
183302,30,12,2,F,Single,2,D,501
190276,37,20,2,M,Single,0,D,888
141044,62,43,2,F,Married,2,G,402
142932,18,0,2,M,Single,12,D,693
176584,25,8,2,M,Married,15,G,326
183994,23,5,2,M,Married,6,D,729
135597,66,49,2,M,Married,8,G,229
118609,24,6,2,F,Married,13,G,174
108222,18,0,2,F,Single,6,D,756
130786,60,40,2,M,Single,3,D,635
154024,59,40,2,M,Single,13,G,362
158057,18,1,2,F,Single,14,D,600
124309,55,38,2,F,Married,4,G,337
126352,52,31,2,M,Married,6,G,362
184695,69,52,2,F,Married,10,G,131
106891,55,36,2,F,Married,0,D,513
115634,67,47,2,F,Married,12,G,133
120905,28,10,2,M,Single,3,D,526
135723,62,44,2,F,Married,13,G,186
108864,22,3,2,M,Married,15,G,295
104871,36,15,2,M,Single,2,G,438
103807,19,2,2,M,Single,11,G,422
159829,28,7,2,M,Married,7,G,420
181682,65,45,2,F,Married,15,G,41
108410,65,47,2,M,Married,9,G,32
162297,63,42,2,M,Single,7,G,101
190873,26,9,2,F,Married,14,G,287
145884,67,50,2,F,Single,13,G,215
137173,29,10,2,F,Single,14,G,149
146712,19,2,2,F,Married,14,G,143
103126,20,3,2,M,Single,11,G,394
192373,17,0,2,F,Married,14,G,287
141988,61,43,2,F,Single,3,G,63
141158,70,53,2,M,Married,4,G,366
181851,21,2,2,F,Single,9,D,615
192362,63,45,2,F,Married,11,G,218
181011,67,49,2,M,Married,2,G,200
190643,21,4,2,F,Married,6,D,555
142309,39,21,2,F,Married,3,D,634
142416,19,2,2,F,Married,10,G,271
119986,17,0,2,M,Married,2,D,1590
165309,19,1,2,F,Married,14,G,490
183020,68,50,2,F,Single,15,G,122
130685,61,40,2,F,Single,9,G,78
171178,21,4,2,M,Married,12,G,213
144195,68,50,2,M,Married,15,G,323
170617,24,6,2,F,Single,13,D,804
168556,66,45,2,M,Married,1,G,368
173101,33,12,2,F,Married,14,G,204
106987,49,30,2,M,Single,11,G,263
119275,35,18,2,F,Married,3,D,518
106336,56,39,2,F,Single,14,G,410
107017,34,14,2,F,Single,8,G,398
195412,22,5,2,F,Married,14,G,247
188569,20,1,2,M,Married,13,G,279
147282,61,41,2,M,Married,11,G,147
174282,64,46,2,F,Married,9,G,153
150647,53,36,2,F,Single,9,G,356
115865,19,1,2,F,Married,9,G,246
159498,57,39,2,F,Single,7,G,434
121108,20,2,2,F,Single,13,G,433
169530,55,35,2,M,Married,14,G,382
111010,61,43,2,F,Married,6,G,159
109448,16,0,2,F,Single,2,D,525
114263,16,0,2,F,Single,8,D,521
163521,16,0,2,F,Married,11,G,417
140201,37,16,2,M,Single,10,D,517
160225,33,12,2,F,Single,7,G,499
165470,57,39,2,F,Single,14,G,360
152003,31,13,2,M,Single,12,G,404
166909,47,29,2,M,Single,10,G,457
134781,39,21,2,F,Married,7,G,353
133986,54,35,2,M,Single,13,G,338
130756,37,17,2,F,Married,8,G,326
136005,62,44,2,M,Married,14,G,127
151827,42,25,2,M,Married,9,G,383
121318,62,42,2,F,Single,8,G,81
172625,55,36,2,M,Married,12,G,255
168660,48,30,2,M,Single,9,G,485
141991,22,3,2,M,Married,3,D,1026
138771,22,3,2,F,Married,14,G,207
140099,66,45,2,F,Married,11,G,188
145426,59,41,2,F,Single,2,D,612
198256,34,14,2,M,Married,9,G,366
191041,19,0,2,F,Single,13,G,225
129345,27,10,2,M,Single,6,G,486
143747,26,6,2,M,Single,15,G,341
179967,62,42,2,M,Single,15,G,55
187892,19,0,2,F,Single,5,D,644
171215,36,18,2,F,Married,10,G,365
109958,36,18,2,M,Married,3,G,490
178493,23,6,2,F,Single,11,G,347
162806,69,51,2,M,Single,2,G,190
197182,43,25,2,F,Married,3,D,507
178919,23,6,2,M,Single,15,D,865
162092,68,49,2,F,Married,2,G,349
148533,17,0,2,M,Single,15,D,566
181605,66,45,2,F,Single,1,G,77
100236,63,43,2,F,Single,9,G,121
140919,61,44,2,M,Married,6,G,54
163806,27,7,2,M,Single,0,D,596
150800,21,3,2,F,Single,12,G,255
191480,24,5,2,M,Single,11,D,1152
179314,20,1,2,M,Married,10,G,313
172182,17,0,2,M,Single,13,G,469
185665,68,51,2,M,Single,8,G,44
126637,44,27,2,F,Single,3,D,706
184183,60,43,2,F,Single,13,G,40
114414,53,36,2,M,Married,14,G,188
167235,45,24,2,M,Single,9,G,417
122056,60,41,2,M,Single,13,G,53
121466,26,6,2,F,Single,1,G,485
172397,18,0,2,M,Married,12,G,491
184130,69,51,2,M,Married,3,G,402
186369,64,47,2,M,Married,10,G,104
139511,21,3,2,F,Single,7,D,647
119774,26,9,2,M,Single,11,G,304
146882,54,33,2,M,Married,7,G,396
117778,39,18,2,M,Single,15,G,408
177964,64,44,2,F,Single,6,G,38
121586,68,47,2,M,Married,6,G,323
152651,52,32,2,M,Single,6,D,574
103598,22,5,2,M,Single,9,D,886
156475,59,42,2,M,Married,7,G,319
125528,65,47,2,F,Single,13,G,150
161767,70,50,2,F,Married,11,G,225
118821,65,46,2,M,Single,4,G,94
178289,20,2,2,M,Single,13,D,884
119060,65,47,2,F,Married,1,G,85
128625,69,48,2,M,Married,6,G,35
136589,23,5,2,F,Married,14,G,259
168168,70,50,2,F,Married,7,G,53
199087,64,47,2,F,Single,9,G,44
106368,45,25,2,M,Single,10,G,401
107387,45,25,2,F,Single,6,G,333
154072,26,9,2,F,Single,0,D,700
129388,40,20,2,F,Married,12,G,294
105641,56,38,2,M,Single,15,G,340
110976,50,32,2,M,Married,14,G,174
162680,21,2,2,F,Married,12,G,293
170816,17,0,2,F,Single,15,G,361
182199,19,2,2,F,Single,12,G,465
109456,63,46,2,F,Single,11,G,203
192736,32,12,2,F,Married,5,G,420
102576,20,1,2,F,Married,15,G,244
177806,42,22,2,M,Married,8,G,385
198752,20,3,2,M,Single,0,D,1207
174395,42,24,2,F,Single,7,G,407
167809,70,52,2,M,Married,11,G,181
184171,60,43,2,F,Single,15,G,62
129655,17,0,2,F,Married,14,G,419
127667,62,42,2,M,Single,1,D,645
163505,60,40,2,F,Single,7,G,36
100175,65,44,2,F,Married,0,G,342
155596,48,28,2,M,Single,8,D,515
186769,20,1,2,F,Single,11,G,328
172669,69,49,2,F,Married,10,G,225
125303,68,49,2,M,Single,4,G,306
181619,46,26,2,M,Married,14,G,159
173862,25,7,2,F,Single,11,G,294
196038,41,23,2,M,Single,4,D,683
113182,23,4,2,M,Single,11,D,524
179852,50,31,2,F,Married,7,G,335
108600,53,35,2,M,Married,6,G,366
168930,61,42,2,M,Single,8,G,136
141130,61,43,2,M,Single,14,G,176
183961,66,47,2,M,Married,4,G,153
101205,55,35,2,M,Married,14,G,301
144286,27,9,2,F,Married,1,G,438
191384,32,12,2,F,Married,7,G,360
156007,25,6,2,F,Married,7,G,362
176790,23,4,2,F,Single,14,D,628
143969,58,41,2,F,Single,8,G,347
111723,43,22,2,M,Single,9,G,488
148221,66,46,2,M,Single,2,G,451
170979,22,4,2,F,Married,2,D,904
187420,36,15,2,F,Married,9,G,315
124240,70,52,2,M,Married,15,G,90
112100,69,52,2,M,Single,6,G,49
161557,43,23,2,M,Married,3,D,538
190579,25,7,2,F,Married,15,G,254
126002,30,12,2,F,Single,4,D,606
141782,21,2,2,F,Single,14,D,580
135267,30,12,2,M,Married,1,G,437
197812,67,47,2,M,Married,5,G,266
111288,42,25,2,F,Married,7,G,315
122797,18,0,2,M,Single,8,D,643
123354,23,5,2,M,Married,15,G,187
167381,45,28,2,M,Married,5,D,703
145094,24,6,2,F,Single,11,D,535
175481,61,42,2,M,Single,14,G,26
129558,63,45,2,F,Married,2,D,649
150961,68,48,2,M,Married,3,G,494
167129,27,10,2,F,Married,8,G,351
105314,50,32,2,F,Single,14,G,358
182860,23,4,2,F,Single,14,G,312
185663,67,50,2,F,Single,1,G,336
147414,18,0,2,F,Married,15,G,144
142176,60,39,2,F,Married,0,G,64
113390,62,43,2,M,Single,12,G,22
170611,19,1,2,F,Single,14,D,604
120013,49,32,2,F,Married,1,G,466
189714,21,2,2,M,Married,0,D,791
118255,41,22,2,F,Single,14,G,170
153461,31,12,2,F,Married,14,G,180
195594,18,0,2,M,Single,14,D,1232
173501,51,31,2,F,Single,7,G,393
143482,67,48,2,F,Single,2,D,581
135275,47,27,2,M,Married,6,G,345
139695,17,0,2,F,Single,12,G,411
123916,68,49,2,F,Single,12,G,96
185847,20,3,2,M,Single,0,D,1151
114658,19,1,2,M,Married,13,G,347
155307,54,33,2,F,Single,9,G,476
189575,23,5,2,M,Married,8,D,600
116416,16,0,2,F,Single,13,G,229
102037,18,1,2,F,Single,13,G,253
134796,17,0,2,F,Married,13,G,468
109548,17,0,2,F,Married,5,D,587
128550,21,3,2,F,Single,11,G,312
106555,63,43,2,M,Married,11,G,58
191056,18,1,2,M,Married,15,G,381
152338,34,13,2,F,Married,14,G,296
148363,40,19,2,M,Married,7,G,394
178003,20,1,2,M,Single,0,D,1370
176586,33,12,2,F,Married,11,G,237
181139,30,12,2,F,Single,13,G,377
138635,63,44,2,F,Single,4,G,359
153328,22,5,2,M,Single,10,D,776
174776,60,42,2,F,Single,7,G,403
163437,65,44,2,M,Married,6,G,36
124105,62,42,2,M,Single,15,G,180
198747,18,1,2,F,Married,0,D,526
174661,18,0,2,F,Married,13,G,111
104876,64,45,2,F,Married,15,G,27
191519,61,44,2,M,Single,12,G,118
110844,46,28,2,M,Married,9,G,377
107630,34,17,2,M,Single,15,G,395
157732,59,38,2,M,Single,8,G,418
160962,68,49,2,F,Single,8,G,218
126035,67,46,2,M,Single,14,G,343
178902,37,18,2,M,Married,9,G,384
154636,21,2,2,F,Single,10,D,708
196657,23,5,2,M,Married,9,G,437
199904,62,43,2,M,Single,6,G,114
196000,19,0,2,M,Married,5,D,867
116096,19,0,2,F,Married,13,G,237
138990,63,45,2,M,Married,5,G,334
197165,52,34,2,F,Married,9,G,332
133096,29,10,2,F,Married,2,D,660
196524,25,6,2,M,Single,12,D,510
161702,59,40,2,M,Married,6,G,356
122908,34,14,2,M,Single,2,D,762
183024,33,13,2,M,Single,13,G,391
191999,65,48,2,M,Married,8,G,308
160081,62,42,2,F,Single,6,G,267
193935,62,41,2,F,Single,6,G,396
104816,70,51,2,M,Single,7,G,116
130881,34,15,2,F,Single,2,D,586
142244,19,0,2,M,Single,11,D,660
123228,63,42,2,F,Married,10,G,266
195140,27,10,2,F,Married,5,D,546
177458,65,48,2,F,Married,13,G,124
178971,67,47,2,F,Single,8,G,41
111212,19,2,2,M,Married,12,D,535
137624,39,20,2,F,Single,1,D,740
172844,43,23,2,F,Single,12,G,340
145849,68,50,2,M,Single,4,D,510
181070,62,41,2,F,Single,0,G,286
